age,marital,housing,contact,month,duration,pdays,previous,poutcome,y
56,2,0,2,6,31,-1,0,4,0
40,2,0,3,7,113,-1,0,4,0
44,2,1,1,4,200,253,1,1,0
32,2,1,1,10,158,135,1,1,0
33,2,1,3,7,99,-1,0,4,0
41,1,0,1,6,45,-1,0,4,0
37,2,1,1,9,239,278,2,2,0
58,3,1,2,9,168,-1,0,4,0
52,2,0,1,2,196,-1,0,4,0
49,3,0,3,7,319,-1,0,4,0
44,2,0,3,7,209,-1,0,4,0
28,3,0,1,12,184,-1,0,4,0
31,2,0,1,2,156,-1,0,4,0
37,2,1,1,6,35,-1,0,4,0
30,3,1,1,4,88,-1,0,4,0
28,3,0,1,7,347,140,2,3,1
46,2,1,1,1,126,149,8,1,0
47,2,1,1,10,157,-1,0,4,0
35,2,1,3,9,212,-1,0,4,0
80,2,0,2,11,123,-1,0,4,0
30,3,1,3,9,306,-1,0,4,0
55,3,1,3,7,63,-1,0,4,0
22,3,0,1,7,119,-1,0,4,0
33,3,1,3,9,29,-1,0,4,0
53,2,0,1,6,117,-1,0,4,0
49,2,0,1,10,231,-1,0,4,0
51,2,0,1,6,123,-1,0,4,0
41,2,1,1,10,265,-1,0,4,0
34,2,1,1,6,144,-1,0,4,0
36,3,0,3,7,559,-1,0,4,0
35,2,0,1,9,74,168,4,1,0
29,2,1,1,6,183,-1,0,4,0
40,3,1,1,6,631,-1,0,4,0
32,1,0,1,2,1282,-1,0,4,1
48,2,0,3,9,108,-1,0,4,0
59,2,0,3,7,1199,-1,0,4,1
35,1,1,3,9,736,-1,0,4,1
33,3,0,1,2,264,-1,0,4,0
55,2,0,3,7,262,-1,0,4,0
41,2,1,3,9,244,-1,0,4,0
42,2,0,3,9,107,-1,0,4,0
46,2,0,3,7,9,-1,0,4,0
35,1,0,1,6,149,-1,0,4,0
28,3,0,1,5,321,-1,0,4,0
25,3,0,1,1,224,322,3,1,0
56,3,0,1,1,157,-1,0,4,0
30,3,0,1,6,250,-1,0,4,0
45,2,0,1,2,209,-1,0,4,0
40,2,0,3,7,111,-1,0,4,0
40,2,1,1,9,55,298,4,1,0
39,2,1,1,6,290,-1,0,4,0
48,2,0,3,7,383,-1,0,4,0
31,3,1,1,9,380,-1,0,4,0
32,2,0,1,4,124,-1,0,4,0
34,2,1,3,9,224,-1,0,4,0
26,3,0,1,5,240,182,8,2,0
31,2,1,1,9,385,364,9,2,0
37,3,1,1,9,133,-1,0,4,0
29,3,0,1,2,91,-1,0,4,0
57,2,1,1,9,63,-1,0,4,0
47,3,1,1,10,192,-1,0,4,0
38,3,1,3,9,91,-1,0,4,0
48,2,0,1,10,79,172,8,1,0
50,2,0,1,11,96,-1,0,4,1
33,2,1,1,1,25,-1,0,4,0
28,3,1,1,9,227,-1,0,4,0
30,3,0,1,4,110,-1,0,4,0
52,1,0,1,2,134,-1,0,4,0
36,2,0,1,11,213,-1,0,4,1
36,3,1,1,4,75,273,1,1,0
46,2,0,1,2,109,-1,0,4,0
57,2,0,1,2,162,-1,0,4,0
28,3,0,1,7,275,-1,0,4,1
46,2,1,1,7,154,124,1,2,0
55,2,0,1,2,632,-1,0,4,1
33,2,1,1,1,251,-1,0,4,0
53,2,0,2,6,141,-1,0,4,0
41,3,1,1,1,154,-1,0,4,0
60,2,1,1,9,63,-1,0,4,0
35,2,0,1,6,259,-1,0,4,0
43,1,1,3,9,100,-1,0,4,0
57,1,0,3,9,17,-1,0,4,0
46,2,1,2,10,192,-1,0,4,0
31,2,1,3,9,97,-1,0,4,0
53,2,0,1,2,41,-1,0,4,0
35,2,1,3,7,200,-1,0,4,0
32,3,1,1,10,91,-1,0,4,0
48,2,1,1,7,264,-1,0,4,1
50,2,1,1,10,397,-1,0,4,0
40,2,1,3,9,86,-1,0,4,0
42,2,0,1,4,446,-1,0,4,0
59,2,0,1,1,304,-1,0,4,0
27,3,1,3,7,88,-1,0,4,0
32,3,1,1,1,86,-1,0,4,0
35,3,1,1,9,63,-1,0,4,0
28,2,1,1,9,335,281,8,1,0
37,1,0,1,5,293,162,4,1,0
57,2,1,3,9,227,-1,0,4,0
42,3,1,3,9,146,-1,0,4,0
55,2,1,1,6,276,-1,0,4,0
52,2,1,1,1,238,323,2,1,0
26,3,1,1,6,14,-1,0,4,0
52,2,1,3,9,144,-1,0,4,0
26,3,0,1,6,367,-1,0,4,0
33,2,1,1,6,132,-1,0,4,0
24,3,1,3,9,42,-1,0,4,0
37,1,1,3,7,227,-1,0,4,0
28,3,0,2,9,40,349,6,1,0
30,3,1,3,9,614,-1,0,4,0
33,2,1,3,9,270,-1,0,4,0
55,2,0,3,12,15,-1,0,4,0
33,2,1,3,9,304,-1,0,4,0
42,2,1,1,9,79,-1,0,4,0
37,2,1,1,7,101,-1,0,4,0
59,2,1,3,9,55,-1,0,4,0
27,3,1,3,9,205,-1,0,4,0
23,2,1,1,9,259,-1,0,4,0
51,1,0,1,2,60,-1,0,4,0
50,2,1,1,1,122,-1,0,4,0
43,2,1,1,6,557,-1,0,4,0
37,1,1,2,9,42,-1,0,4,0
34,3,1,1,2,373,-1,0,4,0
41,2,1,1,6,80,-1,0,4,0
26,3,0,1,9,239,-1,0,4,0
49,1,0,3,7,29,-1,0,4,0
29,3,1,3,7,1663,-1,0,4,1
30,3,1,3,9,186,-1,0,4,0
38,1,0,3,7,430,-1,0,4,0
58,2,0,2,8,58,-1,0,4,0
34,3,0,1,2,279,117,1,1,0
53,1,1,1,6,332,-1,0,4,0
50,2,0,1,2,510,2,5,2,0
30,3,1,1,1,218,330,2,1,0
40,2,1,1,1,74,256,1,1,0
57,3,0,1,11,676,-1,0,4,0
40,2,1,1,9,1259,333,18,1,0
41,2,1,1,10,285,116,4,1,0
53,1,1,1,9,298,-1,0,4,0
48,2,1,1,6,225,-1,0,4,0
32,3,1,1,9,80,268,2,2,0
34,2,1,1,1,342,-1,0,4,1
46,2,1,1,6,404,-1,0,4,0
45,1,0,1,6,332,-1,0,4,0
51,3,1,1,5,158,-1,0,4,0
31,2,1,1,9,164,-1,0,4,0
47,2,1,1,4,57,247,1,2,0
32,2,0,1,9,121,-1,0,4,0
41,2,1,1,9,56,-1,0,4,0
37,3,0,3,6,178,-1,0,4,0
27,3,0,1,5,283,-1,0,4,0
27,2,1,1,9,113,337,2,2,0
50,2,0,1,10,22,-1,0,4,0
31,3,1,1,4,159,271,1,1,0
40,2,0,1,11,138,136,8,2,0
43,2,1,1,10,1015,198,2,2,1
39,2,0,2,4,182,-1,0,4,0
31,3,0,1,4,112,-1,0,4,0
48,2,1,1,6,114,-1,0,4,0
32,3,0,1,6,80,-1,0,4,0
47,2,1,2,5,66,241,1,2,0
35,3,1,1,2,135,-1,0,4,0
42,3,0,1,12,99,-1,0,4,0
47,2,0,3,7,761,-1,0,4,1
59,2,0,1,6,464,-1,0,4,0
38,2,1,3,7,20,-1,0,4,0
50,2,0,1,6,206,-1,0,4,0
27,3,0,1,6,283,-1,0,4,0
55,2,0,3,7,64,-1,0,4,0
39,3,1,1,9,667,357,3,2,1
31,3,0,1,4,73,-1,0,4,0
37,2,1,3,9,156,-1,0,4,0
28,3,1,3,7,559,-1,0,4,0
42,2,0,1,2,143,-1,0,4,0
40,1,1,3,9,62,-1,0,4,0
59,3,1,1,5,219,259,5,1,0
40,3,1,1,9,15,-1,0,4,0
43,2,1,1,1,567,-1,0,4,0
38,3,1,1,6,188,-1,0,4,0
54,2,1,1,6,159,-1,0,4,0
41,2,1,2,6,121,-1,0,4,0
55,1,0,1,7,345,94,3,2,1
33,2,0,3,9,717,-1,0,4,0
46,2,0,1,2,71,-1,0,4,0
36,2,0,1,10,144,-1,0,4,0
48,1,0,1,6,38,-1,0,4,0
42,2,1,1,2,60,-1,0,4,0
46,1,0,1,12,336,183,2,3,1
49,2,1,3,7,92,-1,0,4,0
36,2,0,1,9,254,353,1,1,0
34,3,1,1,11,104,85,19,1,0
51,1,1,1,1,74,-1,0,4,0
58,2,0,1,2,156,-1,0,4,0
48,2,0,1,5,146,-1,0,4,0
41,3,1,3,9,882,-1,0,4,1
49,2,1,3,9,84,-1,0,4,0
43,2,1,3,9,114,-1,0,4,0
32,3,0,3,6,957,-1,0,4,0
54,2,0,3,7,67,-1,0,4,0
33,1,1,1,6,211,-1,0,4,0
35,2,1,1,2,299,-1,0,4,0
56,2,1,1,9,102,349,1,1,0
57,2,0,3,9,225,-1,0,4,0
31,3,0,1,1,654,-1,0,4,1
33,3,1,1,9,234,-1,0,4,0
29,3,0,2,6,48,-1,0,4,0
38,3,1,1,9,167,174,7,2,0
37,2,0,1,9,500,-1,0,4,0
33,2,0,1,2,22,-1,0,4,0
30,3,0,1,10,258,-1,0,4,0
31,3,0,1,10,177,-1,0,4,0
28,3,1,3,9,62,-1,0,4,0
26,3,0,1,1,457,80,1,3,1
31,3,1,2,1,460,345,2,1,0
50,1,1,1,6,184,-1,0,4,0
45,2,1,2,9,119,371,3,1,0
48,2,0,1,8,77,-1,0,4,0
41,2,0,1,6,107,-1,0,4,0
60,2,1,3,9,1028,-1,0,4,1
41,2,1,3,9,87,-1,0,4,0
43,2,1,3,9,315,-1,0,4,0
36,2,1,1,10,107,-1,0,4,0
40,2,0,2,6,201,-1,0,4,0
28,3,0,1,5,94,205,2,1,0
27,3,0,1,10,192,92,2,1,1
49,3,1,1,5,185,246,1,1,0
37,2,1,1,10,77,-1,0,4,0
31,2,1,1,9,142,-1,0,4,0
31,3,0,1,4,381,-1,0,4,0
31,2,1,1,10,222,-1,0,4,0
35,2,1,1,1,106,-1,0,4,0
51,1,1,3,9,117,-1,0,4,0
33,3,0,1,2,67,-1,0,4,0
30,3,1,1,9,45,169,2,1,0
58,3,0,1,6,643,-1,0,4,0
34,2,1,1,11,76,69,2,1,0
45,2,0,1,2,508,-1,0,4,0
28,3,0,1,6,128,-1,0,4,1
31,2,1,1,1,193,322,1,2,0
40,2,0,3,7,172,-1,0,4,0
30,3,0,1,4,142,-1,0,4,0
34,2,1,3,9,492,-1,0,4,0
40,2,0,3,7,140,-1,0,4,0
59,2,0,3,7,140,-1,0,4,0
43,3,1,3,9,257,-1,0,4,0
41,2,0,1,5,41,266,2,1,0
33,1,0,1,2,91,-1,0,4,0
33,2,1,1,1,132,-1,0,4,0
36,2,0,3,7,284,-1,0,4,0
32,3,0,1,6,184,-1,0,4,0
25,2,1,1,6,225,-1,0,4,0
25,2,1,3,9,241,-1,0,4,0
38,3,0,1,2,79,-1,0,4,0
34,2,1,1,1,156,-1,0,4,0
67,2,0,1,11,223,-1,0,4,0
32,2,1,3,9,198,-1,0,4,0
45,2,0,1,2,536,-1,0,4,0
33,2,1,3,9,304,-1,0,4,0
38,2,1,1,1,196,315,2,1,0
32,1,1,3,9,298,-1,0,4,0
54,1,1,3,9,86,-1,0,4,0
51,1,1,3,9,186,-1,0,4,0
42,2,1,1,6,167,-1,0,4,0
41,2,1,1,6,24,-1,0,4,0
39,1,0,1,2,74,-1,0,4,0
38,2,1,3,7,601,-1,0,4,0
39,2,1,3,9,1168,-1,0,4,0
46,2,0,1,1,277,-1,0,4,0
50,1,0,1,4,748,-1,0,4,0
33,2,1,3,9,364,-1,0,4,0
37,2,1,3,9,229,-1,0,4,0
31,2,0,1,2,43,-1,0,4,0
34,1,0,1,7,177,-1,0,4,1
34,2,1,1,2,262,99,2,3,1
36,2,1,1,9,317,169,2,1,0
40,2,0,3,7,402,-1,0,4,0
40,2,0,1,7,314,-1,0,4,1
41,2,0,1,4,109,-1,0,4,1
52,2,0,1,2,56,-1,0,4,0
40,3,1,3,9,169,-1,0,4,0
48,3,1,1,9,127,-1,0,4,0
33,1,0,1,2,175,-1,0,4,0
44,1,0,1,2,56,-1,0,4,0
55,2,0,1,6,123,-1,0,4,0
51,2,0,2,5,148,-1,0,4,0
34,3,0,1,4,231,-1,0,4,0
58,1,1,1,6,255,-1,0,4,0
39,3,1,1,2,37,-1,0,4,0
27,3,0,1,2,106,110,2,2,0
55,1,1,3,9,95,-1,0,4,0
35,3,0,3,6,134,-1,0,4,0
37,3,1,1,1,820,-1,0,4,0
52,2,1,1,4,116,273,3,1,0
41,2,1,1,9,463,-1,0,4,0
52,2,0,1,2,603,-1,0,4,0
34,3,1,3,9,47,-1,0,4,0
53,1,0,1,10,126,-1,0,4,0
33,3,0,1,7,421,-1,0,4,1
47,2,0,3,7,174,-1,0,4,0
35,2,1,1,5,144,266,2,1,0
33,3,0,1,2,191,-1,0,4,0
55,2,0,2,1,222,-1,0,4,0
58,2,1,1,2,206,461,1,1,1
44,2,1,1,6,74,-1,0,4,0
25,3,1,3,9,24,-1,0,4,0
37,3,1,1,9,7,351,1,1,0
41,2,1,1,9,493,-1,0,4,0
34,3,0,1,8,350,-1,0,4,1
36,1,0,3,7,250,-1,0,4,0
44,2,0,1,2,86,-1,0,4,0
34,1,0,1,10,371,-1,0,4,0
56,1,0,3,7,419,-1,0,4,0
43,1,1,3,9,2087,-1,0,4,1
28,3,1,1,9,22,-1,0,4,0
54,2,1,3,9,266,-1,0,4,0
37,1,0,1,6,191,-1,0,4,0
59,2,0,1,4,222,94,2,3,1
58,1,0,2,6,264,-1,0,4,0
56,1,1,3,7,184,-1,0,4,0
32,3,0,1,9,95,-1,0,4,0
42,3,0,1,2,127,-1,0,4,0
52,1,0,1,6,395,-1,0,4,0
46,2,1,1,1,174,-1,0,4,0
37,2,1,1,1,124,-1,0,4,1
39,2,1,3,9,102,-1,0,4,0
31,2,1,1,1,279,-1,0,4,0
59,2,0,1,2,76,-1,0,4,0
38,2,1,1,9,472,-1,0,4,0
58,2,0,1,2,84,-1,0,4,0
34,3,1,1,10,271,184,1,1,0
40,2,1,3,9,754,-1,0,4,0
20,3,0,2,9,172,371,5,1,0
34,2,1,1,1,375,-1,0,4,0
31,3,1,1,2,130,-1,0,4,0
39,3,1,3,9,303,-1,0,4,0
34,2,1,3,9,261,-1,0,4,0
24,2,1,1,1,229,-1,0,4,0
41,2,1,1,7,288,-1,0,4,0
40,2,1,1,10,219,-1,0,4,0
45,3,1,3,9,891,-1,0,4,1
36,2,1,3,9,204,-1,0,4,0
53,2,0,3,7,19,-1,0,4,0
23,3,0,1,2,158,-1,0,4,0
42,2,1,3,9,314,-1,0,4,0
48,2,1,3,9,215,-1,0,4,0
34,2,0,1,2,169,-1,0,4,0
36,2,1,1,6,101,-1,0,4,0
43,2,1,3,9,15,-1,0,4,0
36,2,1,3,9,260,-1,0,4,0
49,2,1,1,9,558,-1,0,4,1
55,2,0,3,7,287,-1,0,4,0
53,2,1,1,1,371,-1,0,4,1
42,2,1,1,2,149,78,5,1,1
45,2,1,3,11,187,-1,0,4,1
31,2,1,3,9,32,-1,0,4,0
32,2,1,3,9,138,-1,0,4,0
36,2,1,3,7,228,-1,0,4,0
56,2,0,2,6,353,-1,0,4,1
46,2,1,3,9,45,-1,0,4,0
41,3,0,1,6,76,-1,0,4,0
31,2,1,3,9,144,-1,0,4,0
32,2,1,1,2,168,-1,0,4,0
38,2,1,1,5,140,2,3,2,0
49,3,0,3,7,94,-1,0,4,0
46,3,0,3,7,118,-1,0,4,0
29,3,1,1,9,382,-1,0,4,0
36,2,0,1,10,111,-1,0,4,0
38,2,1,1,9,298,-1,0,4,0
53,2,1,3,9,121,-1,0,4,0
43,2,1,3,9,317,-1,0,4,0
41,2,1,3,9,42,-1,0,4,0
42,3,0,1,2,81,-1,0,4,0
55,1,1,1,1,296,270,3,1,1
39,1,1,2,6,259,-1,0,4,0
30,3,1,1,2,121,112,3,2,0
41,2,1,1,9,432,-1,0,4,0
44,2,0,1,2,126,-1,0,4,0
58,2,0,1,6,120,-1,0,4,0
35,2,1,1,5,136,-1,0,4,0
27,2,1,1,1,1130,-1,0,4,0
34,2,0,1,3,330,127,3,3,1
25,2,1,1,6,305,-1,0,4,0
36,2,0,3,7,332,-1,0,4,0
38,2,1,3,9,412,-1,0,4,0
30,2,1,1,9,157,-1,0,4,0
47,1,1,1,6,71,-1,0,4,0
41,1,1,1,9,297,-1,0,4,0
36,3,0,1,10,307,-1,0,4,0
63,2,0,2,2,250,187,2,3,1
23,3,1,1,1,119,-1,0,4,0
32,2,0,1,2,116,-1,0,4,0
57,2,0,2,6,274,-1,0,4,0
48,2,0,1,2,389,64,2,3,1
49,2,0,1,2,143,-1,0,4,0
50,2,1,3,9,860,-1,0,4,0
33,2,1,3,9,420,-1,0,4,0
53,1,1,3,9,213,-1,0,4,0
30,2,1,1,10,756,-1,0,4,0
38,2,0,1,2,259,-1,0,4,0
44,2,1,1,6,201,-1,0,4,0
39,3,1,3,9,19,-1,0,4,0
45,3,1,1,10,53,172,3,1,0
36,2,1,1,9,224,-1,0,4,1
38,2,1,1,9,57,349,1,2,0
36,2,1,3,9,251,-1,0,4,0
30,3,1,1,1,39,342,3,1,0
28,1,1,3,7,54,-1,0,4,0
26,2,1,3,9,28,-1,0,4,0
54,2,0,1,10,104,99,2,2,1
38,2,0,1,8,164,130,2,1,1
32,3,0,1,2,268,-1,0,4,0
50,1,0,1,10,148,-1,0,4,0
43,2,1,3,9,228,-1,0,4,0
48,2,0,1,2,139,-1,0,4,0
57,2,0,1,2,89,-1,0,4,0
64,2,0,1,6,250,182,1,3,0
26,1,1,3,9,106,-1,0,4,0
33,2,1,1,6,968,-1,0,4,1
50,2,0,1,2,168,-1,0,4,0
47,2,0,1,6,408,-1,0,4,0
39,3,0,1,11,56,-1,0,4,0
52,2,0,1,6,55,-1,0,4,0
31,3,1,3,9,76,-1,0,4,0
50,2,0,1,2,72,-1,0,4,0
47,2,1,1,2,99,-1,0,4,0
30,3,1,1,2,13,-1,0,4,0
32,3,0,1,1,178,-1,0,4,0
36,2,0,3,7,287,-1,0,4,0
46,2,1,1,9,141,346,2,2,0
45,1,0,1,10,127,100,2,1,0
37,3,0,1,2,69,-1,0,4,0
58,2,1,3,7,763,-1,0,4,0
59,2,0,1,4,122,92,1,1,0
28,2,1,1,9,143,-1,0,4,0
48,2,1,1,4,316,-1,0,4,0
55,2,0,2,6,89,-1,0,4,0
37,3,1,1,9,151,352,1,1,0
41,2,0,1,10,40,-1,0,4,0
35,2,0,3,11,5,808,12,1,0
34,3,1,1,6,90,-1,0,4,0
43,3,0,1,10,50,113,5,2,0
59,2,0,1,1,159,378,3,1,1
50,1,0,1,6,369,-1,0,4,0
37,2,0,1,11,344,182,8,2,1
35,2,1,1,12,256,94,1,1,0
50,3,0,1,11,298,-1,0,4,0
36,1,0,1,2,268,-1,0,4,0
41,2,1,1,1,231,-1,0,4,0
28,2,1,3,9,4,-1,0,4,0
42,3,1,1,9,78,292,3,1,0
60,2,0,3,7,419,-1,0,4,0
28,3,1,2,9,421,-1,0,4,0
48,2,0,1,6,105,-1,0,4,0
51,2,0,3,7,42,-1,0,4,0
32,2,0,1,9,114,287,3,1,0
35,2,0,1,2,286,-1,0,4,0
37,2,0,1,11,238,107,2,3,1
38,1,1,3,7,91,-1,0,4,0
77,2,0,1,2,766,-1,0,4,0
32,3,0,1,5,92,-1,0,4,0
43,1,0,1,2,211,-1,0,4,0
36,3,1,1,9,160,360,3,1,0
29,2,0,1,4,166,-1,0,4,0
32,3,1,1,10,195,-1,0,4,0
41,1,1,1,6,106,-1,0,4,0
26,3,1,1,6,85,-1,0,4,0
34,2,0,1,6,78,-1,0,4,0
57,2,1,3,9,648,-1,0,4,1
36,3,1,1,10,177,174,1,2,0
42,2,1,3,9,32,-1,0,4,0
35,1,0,1,2,24,-1,0,4,0
52,1,1,3,9,688,-1,0,4,0
36,3,1,3,9,21,-1,0,4,0
46,2,1,3,9,112,-1,0,4,0
60,1,0,1,7,593,-1,0,4,1
57,2,1,1,2,59,-1,0,4,0
48,2,1,1,5,121,-1,0,4,0
59,2,1,2,6,97,-1,0,4,0
39,2,0,1,2,86,-1,0,4,0
44,2,1,1,9,10,-1,0,4,0
27,3,0,1,7,205,-1,0,4,0
59,2,0,3,7,77,-1,0,4,0
36,1,1,1,10,138,-1,0,4,0
44,2,0,1,10,289,-1,0,4,1
50,2,0,1,2,86,-1,0,4,0
41,1,1,2,2,9,-1,0,4,0
47,2,0,1,9,225,364,1,1,0
32,3,0,1,6,407,-1,0,4,0
38,2,1,3,7,1030,-1,0,4,0
55,2,0,1,2,123,-1,0,4,0
38,3,0,1,11,119,-1,0,4,0
31,3,1,1,9,175,293,5,1,0
38,1,0,3,7,299,-1,0,4,0
29,3,0,1,4,563,-1,0,4,0
55,2,1,3,9,241,-1,0,4,0
35,2,1,1,9,52,91,1,2,0
40,3,0,1,7,76,-1,0,4,0
34,2,1,1,10,441,-1,0,4,0
32,3,0,1,1,319,182,1,3,1
33,2,1,3,12,13,373,6,3,0
33,2,1,3,9,803,-1,0,4,1
37,2,0,1,9,396,-1,0,4,0
58,2,0,3,7,188,-1,0,4,0
36,3,0,1,1,637,-1,0,4,0
42,2,1,3,7,175,-1,0,4,0
34,3,1,1,1,945,139,1,3,0
35,2,1,3,9,162,-1,0,4,0
60,2,0,3,7,1178,-1,0,4,0
50,2,1,1,9,506,170,3,1,0
28,3,0,1,5,409,-1,0,4,1
27,1,1,1,6,116,-1,0,4,0
37,2,0,1,1,244,-1,0,4,1
31,2,1,1,9,352,-1,0,4,1
34,2,0,1,9,152,182,6,3,1
38,2,1,3,9,164,-1,0,4,0
32,2,1,3,9,234,-1,0,4,0
37,2,0,1,2,154,-1,0,4,0
33,2,1,3,9,566,-1,0,4,0
71,2,0,1,11,327,183,3,3,0
27,2,1,1,9,265,-1,0,4,0
38,2,0,3,7,172,-1,0,4,0
34,3,0,1,6,257,-1,0,4,0
54,1,0,3,9,618,-1,0,4,1
30,2,1,1,5,241,-1,0,4,0
35,3,0,1,6,936,-1,0,4,0
33,3,1,1,1,329,322,1,1,0
36,2,1,1,9,24,346,1,1,0
59,2,0,1,7,177,138,1,1,0
72,2,0,2,11,120,-1,0,4,0
64,2,0,2,1,135,-1,0,4,0
53,1,0,1,6,175,-1,0,4,0
35,3,1,1,9,179,-1,0,4,0
58,2,1,3,9,58,-1,0,4,0
40,2,0,1,1,342,-1,0,4,0
41,1,1,1,9,139,-1,0,4,0
48,2,1,3,7,88,-1,0,4,0
44,2,1,1,2,210,-1,0,4,0
39,2,0,1,4,731,193,3,1,0
61,2,0,1,4,670,-1,0,4,1
36,2,1,3,9,63,-1,0,4,0
28,2,0,1,6,70,-1,0,4,0
58,3,0,1,4,72,274,4,1,0
60,1,1,1,9,241,364,1,1,0
66,3,0,1,9,272,-1,0,4,0
36,3,0,1,2,207,98,1,1,1
49,2,1,1,9,64,-1,0,4,0
40,2,0,3,7,543,-1,0,4,0
23,3,0,1,1,166,-1,0,4,0
29,3,0,1,9,245,97,7,3,0
44,2,1,3,9,94,-1,0,4,0
54,2,0,3,7,34,-1,0,4,0
47,2,0,2,6,203,-1,0,4,0
33,2,0,1,6,318,-1,0,4,0
30,2,1,1,1,158,-1,0,4,0
27,3,0,1,6,177,-1,0,4,0
49,1,1,3,10,56,103,2,2,0
27,3,1,3,7,172,-1,0,4,0
51,2,1,1,9,136,359,1,1,0
32,1,1,1,9,82,363,2,2,0
30,3,1,3,9,123,-1,0,4,0
33,2,1,1,10,110,-1,0,4,0
27,3,1,3,9,385,-1,0,4,0
75,1,0,1,3,415,-1,0,4,1
37,1,1,1,4,73,-1,0,4,0
36,3,1,3,7,243,-1,0,4,0
37,2,1,3,9,137,-1,0,4,0
35,2,1,3,9,55,-1,0,4,0
32,2,1,1,1,18,-1,0,4,0
32,3,0,1,6,255,-1,0,4,0
35,2,1,1,9,95,-1,0,4,0
31,2,1,1,6,112,-1,0,4,0
28,3,1,1,9,205,-1,0,4,0
27,2,1,1,9,97,370,1,1,0
22,3,0,1,12,154,-1,0,4,0
35,2,1,1,9,135,370,2,1,0
69,2,0,1,2,230,-1,0,4,0
37,3,1,1,10,349,-1,0,4,0
45,3,1,1,9,38,-1,0,4,0
47,2,1,1,6,268,-1,0,4,0
52,2,1,1,9,94,-1,0,4,0
33,2,1,1,6,263,-1,0,4,0
60,2,0,1,2,671,-1,0,4,1
33,1,1,3,7,197,-1,0,4,0
44,2,1,1,5,180,-1,0,4,0
38,2,0,1,10,452,-1,0,4,0
54,2,1,3,9,352,-1,0,4,0
32,1,0,1,6,175,-1,0,4,0
33,2,1,1,10,163,-1,0,4,0
55,1,1,3,9,200,-1,0,4,0
51,2,0,3,7,75,-1,0,4,0
48,2,1,1,1,227,-1,0,4,0
37,3,1,1,4,586,-1,0,4,0
33,3,0,1,6,119,-1,0,4,0
30,2,1,2,6,80,-1,0,4,0
43,2,1,1,9,112,330,3,2,0
49,2,1,3,9,130,-1,0,4,0
54,2,1,1,4,237,-1,0,4,0
31,2,0,1,2,377,-1,0,4,0
54,2,0,1,11,335,-1,0,4,1
36,2,1,1,6,121,-1,0,4,0
30,2,0,1,6,127,-1,0,4,0
27,3,0,3,6,650,-1,0,4,1
30,2,1,3,9,107,-1,0,4,0
30,2,1,3,9,610,-1,0,4,0
35,1,0,1,2,124,-1,0,4,0
33,1,1,3,9,216,-1,0,4,0
43,1,1,1,6,747,-1,0,4,0
41,2,1,1,9,313,349,3,2,0
41,1,0,1,1,252,185,5,2,1
46,1,0,1,4,121,-1,0,4,1
54,2,1,3,9,799,-1,0,4,0
32,2,1,1,7,883,674,4,1,0
30,3,1,3,9,197,-1,0,4,0
40,2,1,1,6,271,-1,0,4,0
30,2,0,3,9,221,-1,0,4,0
27,2,0,1,6,243,-1,0,4,0
41,2,1,3,9,72,-1,0,4,0
54,2,1,1,2,155,-1,0,4,0
32,3,1,2,5,70,-1,0,4,0
31,2,1,1,4,280,-1,0,4,1
42,2,1,3,9,115,-1,0,4,0
48,2,0,3,7,29,-1,0,4,0
34,2,1,1,9,406,-1,0,4,0
55,1,1,1,2,113,-1,0,4,0
49,2,0,2,6,47,-1,0,4,0
46,1,0,3,7,36,-1,0,4,0
47,2,1,3,9,135,-1,0,4,0
24,3,0,1,6,67,-1,0,4,0
58,2,0,3,7,684,-1,0,4,0
32,3,0,1,2,686,-1,0,4,1
25,3,1,1,8,170,-1,0,4,0
49,2,0,3,7,150,-1,0,4,0
59,1,0,1,9,1060,-1,0,4,1
30,3,1,3,7,122,-1,0,4,0
46,2,1,3,9,724,-1,0,4,0
42,2,0,1,11,230,92,1,3,1
37,2,0,3,7,187,-1,0,4,0
44,2,1,3,9,179,-1,0,4,0
49,2,0,1,2,357,-1,0,4,0
41,2,0,3,7,82,-1,0,4,0
48,2,0,2,2,176,-1,0,4,0
31,2,1,1,1,424,138,1,1,0
37,2,0,3,7,115,-1,0,4,0
51,2,1,1,4,177,211,3,1,0
80,2,0,2,7,712,64,12,1,1
32,3,1,3,9,118,-1,0,4,0
48,2,1,3,7,25,-1,0,4,0
49,2,0,3,7,753,-1,0,4,0
30,2,1,1,6,124,-1,0,4,0
27,3,1,1,5,208,-1,0,4,0
34,2,0,1,2,136,-1,0,4,0
49,2,1,1,10,1081,-1,0,4,1
48,2,0,2,9,376,339,7,1,0
40,2,0,1,7,78,-1,0,4,0
38,2,1,1,10,354,-1,0,4,0
46,2,1,1,9,29,356,2,1,0
41,2,1,1,10,209,191,4,1,0
28,3,1,1,9,433,-1,0,4,0
51,2,1,3,9,147,-1,0,4,0
33,1,1,2,9,41,300,5,1,0
26,3,0,3,9,111,-1,0,4,0
34,3,0,1,1,108,-1,0,4,0
27,2,1,1,9,411,-1,0,4,0
42,2,0,1,6,108,-1,0,4,0
45,2,1,1,7,224,-1,0,4,1
31,3,1,3,9,1083,-1,0,4,0
32,3,0,3,9,757,-1,0,4,1
39,2,0,3,7,57,-1,0,4,0
26,3,1,1,6,95,-1,0,4,0
40,3,0,1,8,144,124,1,1,0
52,2,0,1,6,135,-1,0,4,0
